"";"unacceptable_antigens";"vpra";"count";"frequency"
"6016";"B7 B8 B18 B55 B56 B42 B67 B81 B82 DR15 DR16 DR17 DR18 DR4 DR11 DR12 DR13 DR14 DR8 DR51 DR52";95,18;1;0,000145011600928074
"6017";"B7 B8 B22 B27";52,04;1;0,000145011600928074
"6018";"B7 B8 B22 B27 B40 B41 B42 B48 B67 B73 B81 B82 DR1 DR4";79,16;1;0,000145011600928074
"6019";"B7 B8 B22 B27 B42 B67 B82";50,36;1;0,000145011600928074
"6020";"B7 B8 B22 B42 DR9";45,18;1;0,000145011600928074
"6021";"B7 B8 B27 DR17 DR18";50,66;1;0,000145011600928074
"6022";"B7 B8 B35";55,52;1;0,000145011600928074
"6023";"B7 B8 B39 B18 B27 B35";68,65;1;0,000145011600928074
"6024";"B7 B8 B39 B40";53,67;1;0,000145011600928074
"6025";"B7 B8 B39 B40 B67 B78 B81 DR16 DR11 DR12 DR13 DR7 DR8 DR51";93,16;1;0,000145011600928074
"6026";"B7 B8 B39 B41 B42 DQ2";60,3;1;0,000145011600928074
"6027";"B7 B8 B40";49,83;2;0,000290023201856148
"6028";"B7 B8 B44 B50 DR3";63,08;1;0,000145011600928074
"6029";"B7 B8 B44 Cw7 DR17 DR18 DR7 DQ6";88,05;1;0,000145011600928074
"6030";"B7 B8 B45 B13 B14 B62 B75 B70 B39 B21 B22 B27 B35 B40 B41 B42 B47 B48 B59 B67 B81 B82 Bw6 DQ2";94,06;1;0,000145011600928074
"6031";"B7 B8 B45 B13 B14 B62 B75 B76 B70 B16 B18 B50 B54 B55 B56 B27 B35 B37 B40 B41 B42 B46 B47 B48 B67 B73 B78 B81 B82 Bw6";92,82;1;0,000145011600928074
"6032";"B7 B8 B45 B13 B14 B62 B75 B76 B70 B39 B18 B50 B22 B27 B35 B40 B41 B42 B47 B48 B67 B73 B78 B81 B82 Cw3 DR18 DR7";95,12;1;0,000145011600928074
"6033";"B7 B8 B45 B13 B64 B65 B62 B75 B76 B71 B72 B39 B18 B50 B54 B55 B56 B27 B35 B60 B61 B41 B42 B47 B48 B67 B73 B78 B81 B82 DR15 DR16 DQ5 DQ6";96,67;1;0,000145011600928074
"6034";"B7 B8 B45 B13 B64 B65 B62 B75 B76 B71 B72 B39 B18 B50 B54 B55 B56 B27 B35 B60 B61 B41 B42 B48 B67 B78 B81 B82";90,46;1;0,000145011600928074
"6035";"B7 B8 B45 B14 B62 B63 B75 B76 B70 B39 B57 B58 B18 B50 B22 B35 B40 B41 B42 B46 B48 B67 B78 B81 B82 Cw3";89,49;1;0,000145011600928074
"6036";"B7 B8 B45 B14 B62 B75 B71 B72 B39 B18 B50 B54 B55 B56 B35 B60 B61 B41 B42 B46 B48 B67 B73 B78 B81 B82 Bw6 DR1 DR15 DR16 DR9 DR51 DQ5 DQ6 DQ4";94,81;1;0,000145011600928074
"6037";"B7 B8 B45 B14 B62 B75 B76 B70 B16 B57 B18 B21 B22 B27 B35 B40 B41 B42 B48 B67 B73 B78 B81 B82 DR1 DR2 DR7 DR9 DR10 DR51 DQ1 DQ2";98,98;1;0,000145011600928074
"6038";"B7 B8 B45 B14 B62 B75 B76 B70 B39 B18 B50 B22 B27 B35 B40 B41 B42 B46 B48 B67 B73 B78 B81 B82 Cw3 Cw8";89,49;1;0,000145011600928074
"6039";"B7 B8 B45 B14 B62 B75 B76 B70 B39 B18 B50 B22 B35 B40 B41 B42 B48 B67 B81 B82";85,45;1;0,000145011600928074
"6040";"B7 B8 B45 B64 B18 B50 B54 B55 B56 B27 B35 B60 B61 B41 B42 B48 B67 B81 B82";79,61;1;0,000145011600928074
"6041";"B7 B8 B45 B64 B62 B75 B76 B71 B72 B39 B18 B50 B54 B55 B56 B27 B35 B60 B41 B42 B67 B78 B81 B82 Bw6 DR1 DR15 DR16 DR9 DR51 DQ5 DQ6 DQ4";96,08;1;0,000145011600928074
"6042";"B7 B8 B45 B64 B65 B62 B75 B76 B71 B72 B39 B18 B50 B54 B55 B56 B27 B35 B60 B61 B41 B42 B46 B48 B67 B73 B78 B81 B82 Cw1 Cw10 Cw9 Cw7 Cw8 Cw12 Cw14 Cw16 DR3 DR6";96,32;1;0,000145011600928074
"6043";"B7 B8 B45 B64 B65 B62 B75 B76 B71 B72 B39 B18 B50 B54 B55 B56 B35 B60 B61 B41 B42 B46 B48 B67 B73 B78 B81 B82 Cw1 Cw10 Cw8 Cw12 Cw14";89,74;1;0,000145011600928074
"6044";"B7 B8 B45 B64 B65 B62 B75 B76 B71 B72 B39 B18 B50 B54 B55 B56 B35 B60 B61 B41 B42 B46 B48 B67 B73 B78 B81 Bw6 DR17 DR18 DR11 DR12 DR13 DR14 DR8";94,32;1;0,000145011600928074
"6045";"B7 B8 B45 B64 B65 B62 B75 B76 B71 B72 B39 B18 B50 B54 B55 B56 B35 B60 B61 B41 B42 B48 B67 B73 B78 B81 B82 Cw10 Cw9 Cw12 Cw14";88,23;1;0,000145011600928074
"6046";"B7 B8 B45 B64 B65 B62 B75 B76 B71 B72 B39 B18 B50 B54 B55 B56 B35 B60 B61 B41 B42 B67 B78 B81 B82 Cw1 DR4 DR9";91,04;1;0,000145011600928074
"6047";"B7 B8 B45 B64 B65 B62 B75 B76 B77 B71 B72 B39 B18 B50 B54 B55 B56 B27 B35 B60 B61 B41 B42 B46 B48 B59 B67 B73 B78 B81 B82 Bw6 Cw1 Cw10 Cw9 Cw8 Cw12 DR1 DR15 DR16 DR17 DR18 DR4 DR11 DR12 DR13 DR14 DR8 DR9 DR10 DR51 DR52";99,35;1;0,000145011600928074
"6048";"B7 B8 B45 B64 B65 B62 B75 B76 B77 B71 B72 B39 B18 B50 B54 B55 B56 B35 B60 B61 B41 B42 B46 B48 B67 B73 B81 B82 Bw6 DR17 DR18 DR11 DR12 DR13 DR14 DR8 DR52 DQ7";97,76;1;0,000145011600928074
"6049";"B7 B8 B45 B75 B71 B39 B18 B54 B56 B60 B61 B41 B48 B67 B73 B78 B81 B82";62,25;1;0,000145011600928074
"6050";"B7 B8 B54 B55 B56 B27 B40 B41 B42 B48 B67 B81 B82";61,18;1;0,000145011600928074
"6051";"B7 B8 B54 B55 B56 B27 B60 B61 B41 B42 B47 B48 B59 B73 B81";60,61;1;0,000145011600928074
"6052";"B7 B8 B54 B55 B56 B27 B60 B61 B41 B42 B48 B81 B82 DR1 DR15 DR16 DR17 DR18 DR4 DR11 DR12 DR13 DR14 DR8 DR9 DR10 DR51 DR52";99;1;0,000145011600928074
"6053";"B7 B8 B55 B56";45,1;1;0,000145011600928074
"6054";"B7 B8 B55 B56 B27 B60 B61 B41 B42 B47 DR15 DR16 DR17 DR18 DR4 DR11 DR12 DR7 DR8 DR9";96,28;1;0,000145011600928074
"6055";"B7 B8 B55 B56 B42 B67 B81 B82 Cw7 DR15 DR16 DR17 DR12 DR8 DR51 DQ6";81,86;1;0,000145011600928074
"6056";"B7 B8 B55 B60 B42 B48 B67 B81";51,97;1;0,000145011600928074
"6057";"B7 B8 B60 B48 B81";49,91;1;0,000145011600928074
"6058";"B7 B8 B60 B61 B41 B81";52,26;1;0,000145011600928074
"6059";"B7 B8 B60 B81 DR17 DR18 DR11 DR12 DR13 DR14 DR7 DR8 DR9";91,51;1;0,000145011600928074
"6060";"B7 B8 B60 Bw6";78,65;1;0,000145011600928074
"6061";"B7 B8 B63 B54 B55 B56 B27 B42 B67 B73 B81 B82 Cw1 DR15 DR16";72,4;1;0,000145011600928074
"6062";"B7 B8 B63 B57 B54 B55 B56 B27 B60 B42 B48 B67 B73 B81 B82 DR15 DR16 DQ1";90,24;1;0,000145011600928074
"6063";"B7 B8 B64 B65 B42 Bw6 Cw17";85,08;1;0,000145011600928074
"6064";"B7 B8 B64 B65 B54 B55 B56 B60 B42 B81";55,22;1;0,000145011600928074
"6065";"B7 B8 B71 B56 B42 B67 DR7 DQ2";61,12;1;0,000145011600928074
"6066";"B7 B8 Cw7";53,37;1;0,000145011600928074
"6067";"B7 B8 Cw7 DR15 DR3 DQ6 DQ2";81,4;1;0,000145011600928074
"6068";"B7 B8 DR15 DR16 DQ5 DQ6";80,12;1;0,000145011600928074
"6069";"B7 B8 DR3 DR11 DR12";63,38;1;0,000145011600928074
"6070";"B7 B8 DR3 DR5 DR6 DR7 DR8 DR9 DR10 DR52 DQ2";90,17;1;0,000145011600928074
"6071";"B7 B81";23,89;2;0,000290023201856148
"6072";"B7 B81";24,57;1;0,000145011600928074
"6073";"B7 B81 DR1 DR15 DR16 DR9 DR51";54,28;1;0,000145011600928074
"6074";"B7 Cw3 DR2 DR51";56,4;1;0,000145011600928074
"6075";"B7 Cw7";53,3;1;0,000145011600928074
"6076";"B7 Cw7 DR1 DR15 DR16 DQ5 DQ6";85,11;1;0,000145011600928074
"6077";"B7 Cw7 DR15";60,29;1;0,000145011600928074
"6078";"B7 Cw7 DR15 DR16 DR4 DQ6 DQ3";94,52;1;0,000145011600928074
"6079";"B7 Cw7 DR4 DQ6 DQ7 DQ8 DQ9 DQ4";94,13;1;0,000145011600928074
"6080";"B7 Cw7 DR4 DR14 DR7 DR9 DR10 DR53 DQ3";90,49;1;0,000145011600928074
"6081";"B7 Cw9";27,58;1;0,000145011600928074
"6082";"B7 DQ5 DQ6";70,24;1;0,000145011600928074
"6083";"B7 DQ5 DQ6";70,97;1;0,000145011600928074
"6084";"B7 DR1";39,93;2;0,000290023201856148
"6085";"B7 DR1 DR15 DR16 DR17 DR18 DR4 DR11 DR12 DR7 DR9 DR10 DR53";96,78;1;0,000145011600928074
"6086";"B7 DR1 DR15 DR16 DR4 DR9 DR10";71,21;1;0,000145011600928074
"6087";"B7 DR1 DR15 DR16 DR9 DR51";55,54;1;0,000145011600928074
"6088";"B7 DR1 DR2 DR4 DR5 DR7 DR8 DR9 DR10";93,62;1;0,000145011600928074
"6089";"B7 DR13 DR14 DR7";62,58;1;0,000145011600928074
"6090";"B7 DR15";34,39;1;0,000145011600928074
"6091";"B7 DR15 DQ5 DQ6";70,53;1;0,000145011600928074
"6092";"B7 DR15 DR16";38,9;2;0,000290023201856148
"6093";"B7 DR15 DR4 DQ6 DQ8";84,96;1;0,000145011600928074
"6094";"B7 DR2 DR3";54,96;1;0,000145011600928074
"6095";"B7 DR2 DR3 DQ1";81,59;1;0,000145011600928074
"6096";"B7 DR2 DR5 DR13 DR7 DR8 DR51 DQ1 DQ2 DQ4";98,19;1;0,000145011600928074
"6097";"B7 DR2 DR51";38,39;1;0,000145011600928074
"6098";"B7 DR4";43,68;1;0,000145011600928074
"6099";"B7 DR4";44,58;1;0,000145011600928074
"6100";"B7 DR4 DR12 DQ2 DQ7";82,34;1;0,000145011600928074
"6101";"B7 DR4 DR7 DR9 DR10 DR53 DQ3";78,73;1;0,000145011600928074
"6102";"B7 DR4 DR7 DR9 DR53 DQ3";78,03;1;0,000145011600928074
"6103";"B7 DR51 DQ5";58,09;1;0,000145011600928074
"6104";"B7 DR53";56,35;1;0,000145011600928074
"6105";"B7 DR7";42,67;1;0,000145011600928074
"6106";"B7 DR7 DR9";43,85;1;0,000145011600928074
"6107";"B7 DR8";29,24;1;0,000145011600928074
"6108";"B70 B21 B56 DR10 DQ5 DQ6";69,11;1;0,000145011600928074
"6109";"B71 B56 B35 B53 DR15";41,92;1;0,000145011600928074
"6110";"B71 B72 B60 B61";12,71;1;0,000145011600928074
"6111";"B71 DR17";22,08;1;0,000145011600928074
"6112";"B72";0,15;1;0,000145011600928074
"6113";"B73";0,1;2;0,000290023201856148
"6114";"B73";0,13;5;0,000725058004640371
"6115";"B73 Cw10 Cw7 Cw8 Cw12 Cw14 Cw16";67,01;1;0,000145011600928074
"6116";"B73 Cw2 Cw5 Cw6 Cw15 Cw17 Cw18 DQ5 DQ6";84,88;1;0,000145011600928074
"6117";"B73 Cw7 Cw8 Cw12 DR15 DR16 DR11 DR12 DR13 DR51";87,21;1;0,000145011600928074
"6118";"B73 DR1 DR4 DR9";43,31;1;0,000145011600928074
"6119";"B73 DR7";22,3;1;0,000145011600928074
"6120";"B75";0,08;1;0,000145011600928074
"6121";"B75";0,22;1;0,000145011600928074
"6122";"B75";15,52;2;0,000290023201856148
"6123";"B75 B76 B27 B78 B81 B82 Bw6 Cw1 Cw10 Cw9 Cw7 Cw8 Cw12 Cw14 Cw16 DR17 DR18 DR5 DR6 DR7 DR8 DR52";99,51;1;0,000145011600928074
"6124";"B75 Cw8 Cw15 DR3 DR4 DR5 DR6 DR7 DR8 DR9 DR10 DR52 DQ6 DQ2 DQ3 DQ4";98,56;1;0,000145011600928074
"6125";"B76";0;5;0,000725058004640371
"6126";"B76";15,52;3;0,000435034802784223
"6127";"B76 B37";17,94;1;0,000145011600928074
"6128";"B76 B60 B46 B73";9,14;1;0,000145011600928074
"6129";"B76 Cw10 Cw9 Cw6 Cw16 DR1 DQ7 DQ8 DQ9";58,8;1;0,000145011600928074
"6130";"B76 Cw2 Cw6 Cw12";48,23;1;0,000145011600928074
"6131";"B76 DQ2 DQ7";64,56;1;0,000145011600928074
"6132";"B76 DQ7 DQ8 DQ9";61,33;1;0,000145011600928074
"6133";"B8";18,44;9;0,00130510440835267
"6134";"B8";18,56;28;0,00406032482598608
"6135";"B8";20,35;30;0,00435034802784223
"6136";"B8 B12 B13 B76";56,37;1;0,000145011600928074
"6137";"B8 B12 B14 B75 B18 B46 B59 B82";51,28;1;0,000145011600928074
"6138";"B8 B12 B76";52,1;1;0,000145011600928074
"6139";"B8 B12 B76 Cw2 Cw4 Cw5 Cw12 Cw15 Cw17 Cw18 DR3 DR4 DQ3";91,91;1;0,000145011600928074
"6140";"B8 B12 DQ2";52,89;1;0,000145011600928074
"6141";"B8 B13";24,24;1;0,000145011600928074
"6142";"B8 B13 B64 B65 B16 B18 B37 B40 B81 Cw7";75,37;1;0,000145011600928074
"6143";"B8 B13 DQ5 DQ6";78,33;1;0,000145011600928074
"6144";"B8 B14";24,75;1;0,000145011600928074
"6145";"B8 B14 B16 B48 B59";31,97;1;0,000145011600928074
"6146";"B8 B14 B39";28,16;1;0,000145011600928074
"6147";"B8 B14 DR15 DQ5 DQ6";77,15;1;0,000145011600928074
"6148";"B8 B16 B18 DQ7 DQ8 DQ9";73,97;1;0,000145011600928074
"6149";"B8 B18";28,83;2;0,000290023201856148
"6150";"B8 B18 B35";44,24;1;0,000145011600928074
"6151";"B8 B18 DR1 DR17 DR18";48,63;1;0,000145011600928074
"6152";"B8 B27";26,22;1;0,000145011600928074
"6153";"B8 B27 B48 B81 Cw7 DQ2 DQ7 DQ9 DQ4";92,31;1;0,000145011600928074
"6154";"B8 B37";20,9;1;0,000145011600928074
"6155";"B8 B40 DR2 DR3 DQ6 DQ3";93,95;1;0,000145011600928074
"6156";"B8 B41 B42 B59";21,4;1;0,000145011600928074
"6157";"B8 B41 B42 DQ8 DQ9";68,08;1;0,000145011600928074
"6158";"B8 B44 B45";40,71;1;0,000145011600928074
"6159";"B8 B44 B45 B22 DR17 DR18 DR11 DR12 DR8";67,23;1;0,000145011600928074
"6160";"B8 B44 B45 B37";42,22;1;0,000145011600928074
"6161";"B8 B44 B45 B37 B42 B82";42,3;1;0,000145011600928074
"6162";"B8 B44 B45 B63 B37 B82 DR4 DQ6";81,27;1;0,000145011600928074
"6163";"B8 B44 DR15 DR17 DQ6";73,32;1;0,000145011600928074
"6164";"B8 B45 B62 B76 B18 B50 B56 B67";44,86;1;0,000145011600928074
"6165";"B8 B45 B64 B62 B75 B76 B71 B72 B39 B18 B50 B35 B60 B61 B41 B48 B78 DR4";77,68;1;0,000145011600928074
"6166";"B8 B45 B70 B39 B50 B60 B61";36,31;1;0,000145011600928074
"6167";"B8 B46";18,61;1;0,000145011600928074
"6168";"B8 B49 B48";21,06;1;0,000145011600928074
"6169";"B8 B53";21,24;1;0,000145011600928074
"6170";"B8 B54 DR15 DQ5 DQ6 DQ4";78,94;1;0,000145011600928074
"6171";"B8 B56 B27 B53";30,89;1;0,000145011600928074
"6172";"B8 B57";26,28;1;0,000145011600928074
"6173";"B8 B57 B58 DR16";30,9;1;0,000145011600928074
"6174";"B8 B57 B58 DR17 DR18";32,93;1;0,000145011600928074
"6175";"B8 B57 B58 DR7";43,44;1;0,000145011600928074
"6176";"B8 B58 B49 B50";25,24;1;0,000145011600928074
"6177";"B8 B59 DR3 DR7 DQ2";43,47;1;0,000145011600928074
"6178";"B8 B60 B61";30,6;1;0,000145011600928074
"6179";"B8 B60 B61";31,17;1;0,000145011600928074
"6180";"B8 B62";31,47;1;0,000145011600928074
"6181";"B8 B64 B15 B70 B21 DR17";43,1;1;0,000145011600928074
"6182";"B8 B64 B65 B38 B39 B18 B54";38,84;1;0,000145011600928074
"6183";"B8 B64 B65 B38 B39 B18 B54 B35 B37 B53 B59";54,75;1;0,000145011600928074
"6184";"B8 B64 B65 Cw1 Cw2 Cw4 Cw5 Cw6 Cw7 Cw8 Cw12 Cw14 Cw15 Cw16 Cw17 Cw18 DR3 DR13 DR52 DR53";99,95;1;0,000145011600928074
"6185";"B8 B65";22,4;1;0,000145011600928074
"6186";"B8 B65 B39 B54 B37 B42 B59 DR12 DR14 DR7 DR9 DQ5 DQ2 DQ7 DQ4";93,78;1;0,000145011600928074
"6187";"B8 B76";32,51;1;0,000145011600928074
"6188";"B8 B76 B46 B59";32,54;1;0,000145011600928074
"6189";"B8 B76 B60";25,9;1;0,000145011600928074
"6190";"B8 B76 B72 Cw2 Cw5 Cw6 Cw15 Cw17 Cw18";59,29;1;0,000145011600928074
"6191";"B8 B78";18,57;1;0,000145011600928074
"6192";"B8 B82 DR1 DR2 DR4 DR14 DR7 DR9 DR10 DR51 DR53 DQ5 DQ6 DQ2 DQ8 DQ9 DQ4";97,46;1;0,000145011600928074
"6193";"B8 Bw6";78,65;1;0,000145011600928074
"6194";"B8 Cw3 DR2 DR5 DR13 DR7 DR9 DR51 DQ3";97,05;1;0,000145011600928074
"6195";"B8 Cw5 Cw6 Cw15 Cw17 Cw18 DR15 DR16 DR4";77,98;1;0,000145011600928074
"6196";"B8 Cw6 Cw7";62,93;1;0,000145011600928074
"6197";"B8 Cw7";54,15;1;0,000145011600928074
"6198";"B8 Cw7 DR17 DQ2";64,72;1;0,000145011600928074
"6199";"B8 Cw7 DR7 DQ2 DQ3";89,8;1;0,000145011600928074
"6200";"B8 DQ2";38,58;1;0,000145011600928074
"6201";"B8 DQ2";39,14;1;0,000145011600928074
"6202";"B8 DQ2 DQ3 DQ4";82,08;1;0,000145011600928074
"6203";"B8 DQ5 DQ6";75,53;1;0,000145011600928074
"6204";"B8 DQ5 DQ6";77,26;1;0,000145011600928074
"6205";"B8 DQ6";56,31;2;0,000290023201856148
"6206";"B8 DQ7";67,32;1;0,000145011600928074
"6207";"B8 DR1 DR15 DR16 DR3 DR11 DR12 DR13 DR14 DR7 DR8 DR9 DR10 DR51 DR52 DQ5 DQ6 DQ4";98,32;1;0,000145011600928074
"6208";"B8 DR1 DR15 DR16 DR4 DR14 DR9 DR10 DR51 DR53 DQ5 DQ2 DQ8 DQ9 DQ4";98,81;1;0,000145011600928074
"6209";"B8 DR11";40,13;1;0,000145011600928074
"6210";"B8 DR11 DQ3";67,52;1;0,000145011600928074
"6211";"B8 DR13";41,38;1;0,000145011600928074
"6212";"B8 DR13 DQ6";58,38;1;0,000145011600928074
"6213";"B8 DR17 DR18";26,27;1;0,000145011600928074
"6214";"B8 DR17 DR5 DR13 DR8";68,57;1;0,000145011600928074
"6215";"B8 DR2";45,78;1;0,000145011600928074
"6216";"B8 DR2 DR3 DR4 DR5 DR6 DR8";94,08;1;0,000145011600928074
"6217";"B8 DR3 DQ2";40,41;1;0,000145011600928074
"6218";"B8 DR3 DQ9 DQ4";37,87;1;0,000145011600928074
"6219";"B8 DR3 DR5 DR6 DR8 DR52 DQ5 DQ2 DQ9";97,68;1;0,000145011600928074
"6220";"B8 DR4 DQ7 DQ8 DQ9 DQ4";71,07;1;0,000145011600928074
"6221";"B8 DR4 DR8";46,51;1;0,000145011600928074
"6222";"B8 DR6";45,98;1;0,000145011600928074
"6223";"B8 DR7 DR9 DR10 DR53 DQ2 DQ8 DQ9 DQ4";82,88;1;0,000145011600928074
"6224";"B8 DR9 DQ2";39,78;1;0,000145011600928074
"6225";"B81 B82";0,02;1;0,000145011600928074
"6226";"B82";0;1;0,000145011600928074
"6227";"B82";0,01;3;0,000435034802784223
"6228";"B82 Cw6 DQ2 DQ9";49,12;1;0,000145011600928074
"6229";"Bw4";61,8;1;0,000145011600928074
"6230";"Bw4 DR8 DR52";90,34;1;0,000145011600928074
"6231";"Bw6 DR1 DR2 DR3 DR4 DR5 DR13 DR14 DR8 DR9 DR10 DR51 DR52";99,23;1;0,000145011600928074
"6232";"Bw6 DR17 DR18";85,8;1;0,000145011600928074
"6233";"Bw6 DR7 DR9";86,41;1;0,000145011600928074
"6234";"Cw1";7,28;1;0,000145011600928074
"6235";"Cw1";7,41;1;0,000145011600928074
"6236";"Cw1";7,9;4;0,000580046403712297
"6237";"Cw1 Cw10 Cw9 Cw4";34,3;1;0,000145011600928074
"6238";"Cw1 Cw12 Cw15 DR12 DR8";33,85;1;0,000145011600928074
"6239";"Cw1 Cw12 Cw15 DR16 DR4 DR12 DR7 DR8 DR9 DR53 DQ4";66,57;1;0,000145011600928074
"6240";"Cw1 Cw12 DQ5";41,7;1;0,000145011600928074
"6241";"Cw1 Cw4 Cw6 Cw17 Cw18 DR1 DQ5 DQ6";83,2;1;0,000145011600928074
"6242";"Cw1 Cw5 DQ7";63,62;1;0,000145011600928074
"6243";"Cw1 Cw5 DR15 DR16 DR13 DR14 DQ5 DQ6";76,12;1;0,000145011600928074
"6244";"Cw10";24,82;1;0,000145011600928074
"6245";"Cw10 Cw9";5,74;1;0,000145011600928074
"6246";"Cw10 Cw9";25,16;1;0,000145011600928074
"6247";"Cw10 Cw9 DQ7";58,84;1;0,000145011600928074
"6248";"Cw12";8,41;2;0,000290023201856148
"6249";"Cw12";11,52;2;0,000290023201856148
"6250";"Cw12";14,74;1;0,000145011600928074
"6251";"Cw12 Cw17 DR11 DQ6";64,6;1;0,000145011600928074
"6252";"Cw15";3,95;1;0,000145011600928074
"6253";"Cw16";3,52;1;0,000145011600928074
"6254";"Cw17";1,2;1;0,000145011600928074
"6255";"Cw17";1,83;1;0,000145011600928074
"6256";"Cw17";1,96;1;0,000145011600928074
"6257";"Cw17 DQ3";56,04;1;0,000145011600928074
"6258";"Cw17 DQ7 DQ8 DQ9";56,17;1;0,000145011600928074
"6259";"Cw17 DR1 DR3 DR11 DR12 DR14 DR51 DQ4";83,52;1;0,000145011600928074
"6260";"Cw2";11,87;3;0,000435034802784223
"6261";"Cw2 Cw12 DR17 DR18 DR12 DR14 DR7 DR9";65,09;1;0,000145011600928074
"6262";"Cw2 Cw4 Cw5 Cw6";56,74;1;0,000145011600928074
"6263";"Cw2 Cw4 Cw5 Cw6";57,7;1;0,000145011600928074
"6264";"Cw2 Cw4 Cw5 Cw6 Cw15 Cw17 Cw18";60,12;4;0,000580046403712297
"6265";"Cw2 Cw4 Cw5 Cw6 Cw15 Cw17 Cw18";62,39;1;0,000145011600928074
"6266";"Cw2 Cw4 Cw5 Cw6 Cw8 Cw15 Cw17 Cw18";62,55;1;0,000145011600928074
"6267";"Cw2 Cw4 Cw5 Cw6 Cw8 Cw15 Cw17 Cw18";65,46;1;0,000145011600928074
"6268";"Cw2 Cw4 Cw6 Cw15 Cw17";51,53;1;0,000145011600928074
"6269";"Cw2 Cw4 Cw6 Cw16 Cw17 DQ6";76,46;1;0,000145011600928074
"6270";"Cw2 DR12 DR7 DR8 DR9";41,32;1;0,000145011600928074
"6271";"Cw2 DR16";15,63;1;0,000145011600928074
"6272";"Cw2 DR2";39,73;1;0,000145011600928074
"6273";"Cw3";24,62;1;0,000145011600928074
"6274";"Cw3";24,82;1;0,000145011600928074
"6275";"Cw3";25,6;2;0,000290023201856148
"6276";"Cw3 Cw7 DQ5 DQ6";89,97;1;0,000145011600928074
"6277";"Cw3 DR12 DR8";33,2;1;0,000145011600928074
"6278";"Cw3 DR13 DQ6";59,87;1;0,000145011600928074
"6279";"Cw3 DR15 DR16 DR12 DR7 DR9 DR51";68,06;1;0,000145011600928074
"6280";"Cw4";22,44;1;0,000145011600928074
"6281";"Cw4 Cw7";68,53;2;0,000290023201856148
"6282";"Cw4 DQ7 DQ8 DQ9";67,13;1;0,000145011600928074
"6283";"Cw4 DR11";40,26;1;0,000145011600928074
"6284";"Cw4 DR15 DR16 DR17 DR18 DR11 DR12 DR13 DR14 DR8 DR52 DQ5 DQ6";94,54;1;0,000145011600928074
"6285";"Cw5";12,71;2;0,000290023201856148
"6286";"Cw5";13,05;2;0,000290023201856148
"6287";"Cw5";13,18;2;0,000290023201856148
"6288";"Cw5 Cw6 Cw7";73,44;1;0,000145011600928074
"6289";"Cw5 Cw7 Cw8 DR15 DQ5 DQ2";89,35;1;0,000145011600928074
"6290";"Cw5 Cw7 Cw8 DR2 DR3 DR4 DR5 DR13 DR14 DR8 DR9 DR51 DR52 DQ6 DQ3";97,5;1;0,000145011600928074
"6291";"Cw5 DR1 DR15 DR16 DR4 DR11 DR12 DR13 DR14 DR7 DR8 DR9 DR10 DR51 DR53 DQ5 DQ6 DQ4";98,81;1;0,000145011600928074
"6292";"Cw5 DR3 DR11 DR52 DQ7";72,19;1;0,000145011600928074
"6293";"Cw5 DR3 DR5 DR6 DR8";72,99;1;0,000145011600928074
"6294";"Cw6";18,47;2;0,000290023201856148
"6295";"Cw6";18,97;2;0,000290023201856148
"6296";"Cw6 Cw17 Cw18";20,69;1;0,000145011600928074
"6297";"Cw6 DR1 DR15 DR4 DR12 DR14 DR7 DR9 DR10 DR51 DQ5 DQ6 DQ8 DQ9 DQ4";99,02;1;0,000145011600928074
"6298";"Cw7";53,97;3;0,000435034802784223
"6299";"Cw7 DR1 DR15 DR16 DR17 DR18 DR4 DR11 DR12 DR13 DR14 DR8 DR9 DR10 DR51 DR52 DQ7";99,25;1;0,000145011600928074
"6300";"Cw7 DR17 DR18 DR11 DR12 DR13 DR14 DR8 DR52";83,71;1;0,000145011600928074
"6301";"Cw7 DR3 DR5 DR6 DR8";83,59;1;0,000145011600928074
"6302";"Cw7 DR4 DR11 DR12 DR14 DR7 DR8 DR9 DR10 DR53 DQ2 DQ3";93,01;1;0,000145011600928074
"6303";"Cw7 DR4 DR7 DR9 DR10 DQ2 DQ3 DQ4";92,3;1;0,000145011600928074
"6304";"DQ1";67,71;1;0,000145011600928074
"6305";"DQ1";67,81;11;0,00159512761020882
"6306";"DQ1";67,82;2;0,000290023201856148
"6307";"DQ1";68,37;1;0,000145011600928074
"6308";"DQ1 DQ3 DQ4";96,18;1;0,000145011600928074
"6309";"DQ1 DQ4";71,28;1;0,000145011600928074
"6310";"DQ1 DQ7";95,15;1;0,000145011600928074
"6311";"DQ1 DQ8 DQ9";94,86;2;0,000290023201856148
"6312";"DQ2";34,73;18;0,00261020881670534
"6313";"DQ2";34,94;60;0,00870069605568445
"6314";"DQ2";35,34;4;0,000580046403712297
"6315";"DQ2";36,39;7;0,00101508120649652
"6316";"DQ2 DQ3";77,81;1;0,000145011600928074
"6317";"DQ2 DQ3 DQ4";80,76;1;0,000145011600928074
"6318";"DQ2 DQ3 DQ4";81;1;0,000145011600928074
"6319";"DQ2 DQ4";39,49;1;0,000145011600928074
"6320";"DQ2 DQ4";39,75;1;0,000145011600928074
"6321";"DQ2 DQ7";64,56;1;0,000145011600928074
"6322";"DQ2 DQ7";77,81;4;0,000580046403712297
"6323";"DQ2 DQ7";78,15;1;0,000145011600928074
"6324";"DQ2 DQ7 DQ4";50,62;1;0,000145011600928074
"6325";"DQ2 DQ7 DQ4";68,37;1;0,000145011600928074
